senseval2.d000.s000.t000 art.n.02
semeval2015.d000.s014.t007 patient.n.01
semeval2015.d000.s014.t008 height.n.01
semeval2015.d000.s014.t009 weight.n.01
semeval2015.d000.s015.t003 week.n.01
semeval2015.d000.s015.t005 infusion.n.03
semeval2015.d000.s015.t007 minute.n.01
semeval2015.d000.s016.t001 side_effect.n.01
semeval2015.d000.s016.t002 patient.n.01
semeval2015.d000.s016.t004 corticosteroid.n.01
semeval2015.d000.s016.t005 vitamin_bc.n.01
semeval2015.d000.s016.t006 type.n.01
semeval2015.d000.s016.t007 vitamin.n.01
semeval2015.d000.s016.t008 injection.n.01
semeval2015.d000.s016.t009 vitamin_b12.n.01
semeval2015.d000.s016.t010 treatment.n.01
semeval2015.d000.s017.t001 medicine.n.02
semeval2015.d000.s017.t004 fluid.n.01
semeval2015.d000.s017.t006 dehydration.n.02
semeval2015.d000.s017.t011 dose.n.01
semeval2015.d000.s018.t000 treatment.n.01
semeval2015.d000.s018.t003 dose.n.01
semeval2015.d000.s018.t005 patient.n.01
semeval2015.d000.s018.t006 blood_count.n.01
semeval2015.d000.s018.t011 side_effect.n.01
semeval2015.d000.s019.t002 use.n.01
semeval2015.d000.s019.t003 patient.n.01
semeval2015.d000.s019.t006 kidney.n.01
semeval2015.d000.s019.t007 problem.n.01
semeval2015.d000.s020.t001 information.n.01
semeval2015.d000.s020.t003 summary.n.01
semeval2015.d000.s020.t004 merchandise.n.01
semeval2015.d000.s020.t006 part.n.01
semeval2015.d000.s022.t001 substance.n.01
semeval2015.d000.s022.t003 medicine.n.02
semeval2015.d000.s022.t004 medicine.n.02
semeval2015.d000.s022.t006 cell.n.02
semeval2015.d000.s022.t008 cancer_cell.n.01
semeval2015.d000.s022.t010 group.n.01
semeval2015.d000.s022.t011 antimetabolite.n.01
semeval2015.d000.s023.t000 body.n.01
semeval2015.d000.s023.t003 kind.n.01
semeval2015.d000.s023.t005 action.n.02
semeval2015.d000.s023.t006 enzyme.n.01
semeval2015.d000.s023.t009 nucleotide.n.01
semeval2015.d000.s023.t010 building_block.n.02
semeval2015.d000.s023.t011 deoxyribonucleic_acid.n.01
semeval2015.d000.s023.t012 ribonucleic_acid.n.01
semeval2015.d000.s023.t014 material.n.01
semeval2015.d000.s023.t015 cell.n.02
semeval2015.d000.s025.t000 treatment.n.01
semeval2015.d000.s025.t003 mesothelioma.n.01
semeval2015.d000.s025.t006 survey.n.01
semeval2015.d000.s025.t007 patient.n.01
semeval2015.d000.s025.t010 chemotherapy.n.01
semeval2015.d000.s025.t011 disease.n.01
semeval2015.d000.s026.t000 consequence.n.01
semeval2015.d000.s026.t001 combination.n.07
semeval2015.d000.s027.t000 treatment.n.01
semeval2015.d000.s027.t001 cell.n.02
semeval2015.d000.s027.t002 lung_cancer.n.01
semeval2015.d000.s027.t003 consequence.n.01
semeval2015.d000.s027.t006 medicine.n.02
semeval2015.d000.s027.t007 survey.n.01
semeval2015.d000.s027.t009 patient.n.01
semeval2015.d000.s027.t013 disease.n.01
semeval2015.d000.s027.t015 chemotherapy.n.01
semeval2015.d000.s027.t016 past.n.01
semeval2015.d000.s028.t003 medicine.n.02
semeval2015.d000.s028.t004 combination.n.07
semeval2015.d000.s028.t005 survey.n.01
semeval2015.d000.s028.t007 patient.n.01
semeval2015.d000.s028.t010 chemotherapy.n.01
semeval2015.d000.s028.t011 lung_cancer.n.01
semeval2015.d000.s028.t012 past.n.01
semeval2015.d000.s029.t000 survey.n.01
semeval2015.d000.s029.t002 standard.n.01
semeval2015.d000.s029.t003 effectiveness.n.01
semeval2015.d000.s029.t005 patient.n.01
semeval2015.d000.s030.t000 benefit.n.02
semeval2015.d000.s030.t002 survey.n.01
semeval2015.d000.s031.t001 survival.n.01
semeval2015.d000.s031.t002 time.n.02
semeval2015.d000.s031.t003 patient.n.01
semeval2015.d000.s031.t006 mesothelioma.n.01
semeval2015.d000.s032.t000 patient.n.01
semeval2015.d000.s032.t003 average.n.01
semeval2015.d000.s032.t004 month.n.02
semeval2015.d000.s032.t006 month.n.02
semeval2015.d000.s033.t000 treatment.n.01
semeval2015.d000.s033.t001 patient.n.01
semeval2015.d000.s033.t002 cell.n.02
semeval2015.d000.s033.t003 lung_cancer.n.01
semeval2015.d000.s034.t000 patient.n.01
semeval2015.d000.s034.t002 chemotherapy.n.01
semeval2015.d000.s034.t003 past.n.01
semeval2015.d000.s034.t005 survival.n.01
semeval2015.d000.s034.t006 time.n.02
semeval2015.d000.s034.t007 month.n.02
semeval2015.d000.s034.t009 month.n.02
semeval2015.d000.s035.t000 patient.n.01
semeval2015.d000.s035.t003 chemotherapy.n.01
semeval2015.d000.s035.t004 past.n.01
semeval2015.d000.s035.t006 survival.n.01
semeval2015.d000.s035.t007 time.n.02
semeval2015.d000.s035.t008 month.n.02
semeval2015.d000.s035.t009 group.n.01
semeval2015.d000.s036.t001 survey.n.01
semeval2015.d000.s036.t002 patient.n.01
semeval2015.d000.s036.t003 cancer.n.01
semeval2015.d000.s036.t006 squamous_cell.n.01
semeval2015.d000.s036.t009 survival.n.01
semeval2015.d000.s036.t010 time.n.02
semeval2015.d000.s037.t000 contrast.n.01
semeval2015.d000.s037.t001 patient.n.01
semeval2015.d000.s037.t002 cancer.n.01
semeval2015.d000.s037.t004 squamous_cell.n.01
semeval2015.d000.s037.t007 survival.n.01
semeval2015.d000.s037.t008 time.n.02
semeval2015.d001.s000.t002 markup.n.02
semeval2015.d001.s001.t004 operation.n.04
semeval2015.d001.s001.t006 three-d.n.02
semeval2015.d001.s001.t007 graph.n.01
semeval2015.d001.s003.t001 graph.n.01
semeval2015.d001.s004.t006 cognition.n.01
semeval2015.d001.s005.t002 window.n.01
semeval2015.d001.s006.t001 window.n.01
semeval2015.d001.s007.t001 window.n.08
semeval2015.d001.s007.t003 console.n.02
semeval2015.d001.s007.t004 graph.n.01
semeval2015.d001.s007.t005 three-d.n.02
semeval2015.d001.s007.t006 graph.n.01
semeval2015.d001.s007.t007 dictionary.n.01
semeval2015.d001.s008.t002 input_signal.n.01
semeval2015.d001.s008.t003 field.n.05
semeval2015.d001.s008.t005 routine.n.03
semeval2015.d001.s008.t007 calculation.n.02
semeval2015.d001.s009.t004 thing.n.02
semeval2015.d001.s009.t007 input_signal.n.01
semeval2015.d001.s010.t002 common_sense.n.01
semeval2015.d001.s012.t000 addition.n.02
semeval2015.d001.s012.t001 subtraction.n.02
semeval2015.d001.s012.t002 multiplication.n.03
semeval2015.d001.s012.t003 division.n.03
semeval2015.d001.s013.t000 power.n.01
semeval2015.d001.s015.t000 power.n.01
semeval2015.d001.s015.t001 means.n.01
semeval2015.d001.s015.t003 root.n.03
semeval2015.d001.s016.t000 means.n.01
semeval2015.d001.s016.t003 variable.n.02
semeval2015.d001.s016.t004 function.n.01
semeval2015.d001.s017.t003 precedence.n.01
semeval2015.d001.s018.t000 parser.n.01
semeval2015.d001.s018.t002 function.n.01
semeval2015.d001.s018.t004 operator.n.01
semeval2015.d001.s019.t001 operator.n.01
semeval2015.d001.s019.t004 user.n.01
semeval2015.d001.s019.t005 function.n.01
semeval2015.d001.s020.t002 value.n.01
semeval2015.d001.s021.t000 condition.n.01
semeval2015.d001.s021.t001 definition.n.01
semeval2015.d001.s022.t000 manner.n.01
semeval2015.d001.s022.t003 operation.n.04
semeval2015.d001.s023.t001 condition.n.02
semeval2015.d001.s023.t003 condition.n.02
semeval2015.d001.s023.t007 condition.n.02
semeval2015.d001.s023.t010 example.n.01
semeval2015.d001.s027.t002 user.n.01
semeval2015.d001.s028.t002 function.n.01
semeval2015.d001.s028.t003 cosine.n.01
semeval2015.d001.s028.t004 sine.n.01
semeval2015.d001.s028.t007 function.n.01
semeval2015.d001.s028.t008 sum.n.02
semeval2015.d001.s028.t009 product.n.03
semeval2015.d001.s029.t002 kind.n.01
semeval2015.d001.s030.t001 summation.n.04
semeval2015.d001.s030.t002 multiplication.n.03
semeval2015.d001.s030.t004 operator.n.01
semeval2015.d001.s032.t002 list.n.01
semeval2015.d001.s032.t003 variable.n.02
semeval2015.d001.s033.t003 value.n.01
semeval2015.d001.s033.t005 means.n.01
semeval2015.d001.s033.t007 log.n.03
semeval2015.d001.s034.t000 time.n.01
semeval2015.d001.s034.t002 formula.n.01
semeval2015.d001.s034.t003 variable.n.02
semeval2015.d001.s034.t004 value.n.01
semeval2015.d001.s034.t007 solution.n.02
semeval2015.d001.s035.t001 window.n.01
semeval2015.d001.s036.t000 log.n.01
semeval2015.d001.s038.t001 direction.n.06
semeval2015.d001.s038.t002 file.n.01
semeval2015.d001.s039.t003 library.n.02
semeval2015.d001.s039.t006 work.n.02
semeval2015.d001.s041.t001 direction.n.06
semeval2015.d001.s042.t001 text_file.n.01
semeval2015.d001.s042.t005 copy_editor.n.01
semeval2015.d001.s043.t001 log.n.03
semeval2015.d001.s044.t001 log.n.03
semeval2015.d001.s044.t002 result.n.03
semeval2015.d001.s044.t003 hypertext_markup_language.n.01
semeval2015.d001.s046.t000 program.n.02
semeval2015.d001.s047.t002 graph.n.01
semeval2015.d001.s047.t005 graph.n.01
semeval2015.d001.s047.t009 routine.n.03
semeval2015.d001.s048.t001 focus.n.01
semeval2015.d001.s048.t002 input_signal.n.01
semeval2015.d001.s048.t003 text.n.01
semeval2015.d001.s048.t004 box.n.01
semeval2015.d001.s048.t006 routine.n.03
semeval2015.d001.s050.t001 routine.n.03
semeval2015.d001.s050.t004 graph.n.01
semeval2015.d001.s050.t006 window.n.08
semeval2015.d001.s051.t002 graph.n.01
semeval2015.d001.s051.t004 position.n.03
semeval2015.d001.s052.t003 list.n.01
semeval2015.d001.s052.t004 manner.n.01
semeval2015.d001.s053.t001 graph.n.01
semeval2015.d001.s053.t002 color.n.01
semeval2015.d002.s000.t000 foundation.n.02
semeval2015.d002.s000.t004 conference.n.01
semeval2015.d002.s000.t007 challenge.n.01
semeval2015.d002.s001.t000 participant.n.01
semeval2015.d002.s001.t002 interest.n.06
semeval2015.d002.s001.t005 issue.n.01
semeval2015.d002.s001.t006 function.n.03
semeval2015.d002.s001.t008 actor.n.02
semeval2015.d002.s001.t011 authority.n.02
semeval2015.d002.s001.t014 community.n.01
semeval2015.d002.s001.t015 organization.n.01
semeval2015.d002.s001.t017 service.n.01
semeval2015.d002.s001.t018 user.n.01
semeval2015.d002.s002.t002 case.n.01
semeval2015.d002.s002.t004 attempt.n.01
semeval2015.d002.s002.t006 user.n.01
semeval2015.d002.s002.t007 service.n.01
semeval2015.d002.s002.t008 planning.n.01
semeval2015.d002.s002.t009 engagement.n.07
semeval2015.d002.s002.t010 service.n.01
semeval2015.d002.s002.t011 provision.n.02
semeval2015.d002.s003.t000 note.n.01
semeval2015.d002.s003.t002 assortment.n.01
semeval2015.d002.s003.t004 function.n.03
semeval2015.d002.s003.t007 social_welfare.n.01
semeval2015.d002.s004.t000 foundation.n.02
semeval2015.d002.s004.t002 committee.n.01
semeval2015.d002.s004.t004 ministry.n.03
semeval2015.d002.s004.t006 personal_business.n.01
semeval2015.d002.s004.t008 government.n.01
semeval2015.d002.s004.t010 conference.n.01
semeval2015.d002.s004.t012 exclusion.n.01
semeval2015.d002.s004.t014 challenge.n.01
semeval2015.d002.s004.t016 social_welfare.n.01
semeval2015.d002.s004.t017 service.n.01
semeval2015.d002.s005.t000 foundation.n.02
semeval2015.d002.s005.t004 survey.n.01
semeval2015.d002.s005.t005 part.n.01
semeval2015.d002.s005.t006 undertaking.n.01
semeval2015.d002.s005.t008 extent.n.01
semeval2015.d002.s005.t010 engagement.n.07
semeval2015.d002.s005.t012 work.n.01
semeval2015.d002.s005.t014 profitableness.n.02
semeval2015.d002.s006.t000 survey.n.01
semeval2015.d002.s006.t003 interview.n.01
semeval2015.d002.s006.t005 official.n.01
semeval2015.d002.s006.t007 spokesperson.n.01
semeval2015.d002.s006.t009 grade.n.02
semeval2015.d002.s006.t010 organization.n.01
semeval2015.d002.s006.t013 state.n.04
semeval2015.d002.s007.t002 sector.n.02
semeval2015.d002.s007.t003 metallic_element.n.01
semeval2015.d002.s007.t004 industry.n.01
semeval2015.d002.s007.t005 banking.n.01
semeval2015.d002.s007.t006 sector.n.02
semeval2015.d002.s008.t000 speaker.n.01
semeval2015.d002.s008.t002 exclusion.n.01
semeval2015.d002.s008.t003 conference.n.01
semeval2015.d002.s008.t004 left.n.02
semeval2015.d002.s008.t005 right.n.04
semeval2015.d002.s008.t006 employment.n.01
semeval2015.d002.s008.t008 relations.n.01
semeval2015.d002.s008.t009 social_gathering.n.01
semeval2015.d002.s008.t010 directorate.n.01
semeval2015.d002.s008.t012 committee.n.01
semeval2015.d002.s008.t014 committee.n.01
semeval2015.d002.s008.t015 member.n.01
semeval2015.d002.s008.t017 parliament.n.01
semeval2015.d002.s008.t018 vice_president.n.01
semeval2015.d002.s008.t020 parliament.n.01
semeval2015.d002.s008.t023 committee.n.01
semeval2015.d002.s009.t000 case_study.n.01
semeval2015.d002.s009.t002 report.n.01
semeval2015.d002.s009.t004 portfolio.n.02
semeval2015.d002.s009.t005 first_step.n.01
semeval2015.d002.s009.t007 policy.n.01
semeval2015.d002.s009.t008 practice.n.01
semeval2015.d002.s009.t010 recruitment.n.01
semeval2015.d002.s009.t011 training.n.01
semeval2015.d002.s009.t012 development.n.01
semeval2015.d002.s009.t014 proletarian.n.01
semeval2015.d002.s009.t015 employment.n.02
semeval2015.d002.s009.t016 place.n.03
semeval2015.d002.s009.t017 community.n.01
semeval2015.d002.s010.t000 state.n.04
semeval2015.d002.s010.t001 first_step.n.01
semeval2015.d002.s010.t004 depth.n.02
semeval2015.d002.s010.t005 case_study.n.02
semeval2015.d002.s011.t000 case_study.n.02
semeval2015.d002.s011.t002 background.n.03
semeval2015.d002.s011.t003 first_step.n.01
semeval2015.d002.s011.t004 impact.n.02
semeval2015.d002.s011.t005 employment.n.01
semeval2015.d002.s011.t006 practice.n.01
semeval2015.d002.s011.t007 employment.n.02
semeval2015.d002.s011.t008 organization.n.01
semeval2015.d002.s011.t010 benefit.n.02
semeval2015.d002.s011.t011 problem.n.01
semeval2015.d002.s011.t012 first_step.n.01
semeval2015.d002.s012.t000 visit.n.01
semeval2015.d002.s012.t001 interview.n.01
semeval2015.d002.s012.t003 force.n.04
semeval2015.d002.s013.t001 survey.n.01
semeval2015.d002.s013.t003 footing.n.02
semeval2015.d002.s013.t005 report.n.01
semeval2015.d002.s013.t008 practice.n.01
semeval2015.d002.s014.t000 report.n.01
semeval2015.d002.s014.t001 casebook.n.01
semeval2015.d002.s014.t002 first_step.n.01
semeval2015.d002.s014.t005 conference.n.01
semeval2015.d002.s014.t007 fall.n.01
semeval2015.d002.s015.t000 foundation.n.02
semeval2015.d002.s015.t003 feature.n.01
semeval2015.d002.s015.t004 age.n.01
semeval2015.d002.s015.t005 barrier.n.02
semeval2015.d002.s015.t006 occupation.n.01
semeval2015.d002.s015.t007 recruitment.n.01
semeval2015.d002.s015.t008 training.n.01
semeval2015.d002.s015.t010 cause.n.01
semeval2015.d002.s016.t000 position.n.03
semeval2015.d002.s016.t005 attention.n.01
semeval2015.d002.s016.t007 proposal.n.01
semeval2015.d002.s016.t009 age.n.01
semeval2015.d002.s016.t010 barrier.n.02
semeval2015.d002.s017.t001 undertaking.n.01
semeval2015.d002.s017.t003 first_step.n.01
semeval2015.d002.s017.t006 sector.n.02
semeval2015.d002.s017.t007 age.n.01
semeval2015.d002.s017.t008 barrier.n.02
semeval2015.d002.s017.t011 worker.n.01
semeval2015.d002.s018.t001 option.n.02
semeval2015.d002.s018.t003 retirement.n.01
semeval2015.d002.s018.t004 redundancy.n.02
semeval2015.d002.s018.t005 undertaking.n.01
semeval2015.d002.s018.t008 retention.n.01
semeval2015.d002.s018.t012 worker.n.01
semeval2015.d002.s019.t000 gender.n.01
semeval2015.d002.s019.t002 background.n.01
semeval2015.d002.s019.t003 proletarian.n.01
semeval2015.d002.s019.t005 age.n.01
semeval2015.d002.s019.t006 discrimination.n.01
semeval2015.d002.s020.t000 undertaking.n.01
semeval2015.d002.s020.t003 first_step.n.01
semeval2015.d002.s020.t004 age.n.01
semeval2015.d002.s020.t005 discrimination.n.01
semeval2015.d002.s020.t006 country.n.04
semeval2015.d002.s020.t008 enterprise.n.02
semeval2015.d002.s021.t000 member.n.04
semeval2015.d002.s021.t001 state.n.04
semeval2015.d002.s021.t003 undertaking.n.01
semeval2015.d002.s021.t005 kingdom.n.02
semeval2015.d003.s000.t000 document.n.01
semeval2015.d003.s000.t001 summary.n.01
semeval2015.d003.s000.t004 appraisal.n.01
semeval2015.d003.s000.t005 report.n.01
semeval2015.d003.s001.t001 committee.n.01
semeval2015.d003.s001.t003 merchandise.n.01
semeval2015.d003.s001.t004 veterinarian.n.01
semeval2015.d003.s001.t005 use.n.01
semeval2015.d003.s001.t007 survey.n.01
semeval2015.d003.s001.t010 recommendation.n.01
semeval2015.d003.s001.t012 medicine.n.02
semeval2015.d003.s003.t002 substance.n.01
semeval2015.d003.s003.t004 pill.n.02
semeval2015.d003.s003.t005 solution.n.01
semeval2015.d003.s003.t006 injection.n.01
semeval2015.d003.s004.t000 pad.n.01
semeval2015.d003.s004.t002 mark.n.01
semeval2015.d003.s004.t003 line.n.02
semeval2015.d003.s004.t004 side.n.01
semeval2015.d003.s005.t000 pad.n.01
semeval2015.d003.s005.t002 logo.n.01
semeval2015.d003.s005.t003 side.n.01
semeval2015.d003.s005.t004 letter.n.02
semeval2015.d003.s005.t005 measure.n.02
semeval2015.d003.s005.t007 side.n.01
semeval2015.d003.s007.t000 antiemetic.n.01
semeval2015.d003.s008.t001 dog.n.01
semeval2015.d003.s008.t006 chemotherapy.n.01
semeval2015.d003.s008.t007 medicine.n.02
semeval2015.d003.s008.t009 treatment.n.01
semeval2015.d003.s008.t010 cancer.n.01
semeval2015.d003.s009.t000 combination.n.06
semeval2015.d003.s009.t002 measurement.n.01
semeval2015.d003.s009.t005 treatment.n.01
semeval2015.d003.s009.t007 diet.n.01
semeval2015.d003.s009.t010 treatment.n.01
semeval2015.d003.s009.t011 vomit.n.03
semeval2015.d003.s009.t012 injection.n.01
semeval2015.d003.s009.t013 injection.n.01
semeval2015.d003.s009.t015 pill.n.02
semeval2015.d003.s010.t000 purpose.n.01
semeval2015.d003.s010.t002 day.n.01
semeval2015.d003.s012.t001 receptor.n.01
semeval2015.d003.s012.t003 central_nervous_system.n.01
semeval2015.d003.s014.t000 battalion.n.02
semeval2015.d003.s014.t001 survey.n.01
semeval2015.d003.s014.t003 lab.n.01
semeval2015.d003.s014.t004 dog.n.01
semeval2015.d003.s014.t005 patient.n.01
semeval2015.d003.s014.t008 european_country.n.01
semeval2015.d003.s015.t000 benefit.n.02
semeval2015.d003.s015.t002 survey.n.01
semeval2015.d003.s016.t000 consequence.n.01
semeval2015.d003.s016.t001 survey.n.01
semeval2015.d003.s016.t005 placebo.n.01
semeval2015.d003.s016.t007 vomit.n.03
semeval2015.d003.s016.t009 dog.n.01
semeval2015.d003.s016.t011 medicine.n.02
semeval2015.d003.s016.t012 dog.n.01
semeval2015.d003.s016.t014 placebo.n.01
semeval2015.d003.s016.t015 treatment.n.01
semeval2015.d003.s016.t016 prevention.n.01
semeval2015.d003.s016.t017 vomit.n.03
semeval2015.d003.s017.t000 treatment.n.01
semeval2015.d003.s017.t001 vomit.n.03
semeval2015.d003.s017.t002 dog.n.01
semeval2015.d003.s017.t004 injection.n.01
semeval2015.d003.s017.t005 vomit.n.03
semeval2015.d003.s017.t006 animal.n.01
semeval2015.d003.s017.t009 pill.n.02
semeval2015.d003.s017.t011 pill.n.02
semeval2015.d003.s018.t000 follow-up.n.02
semeval2015.d003.s018.t001 treatment.n.01
semeval2015.d003.s018.t002 owner.n.02
semeval2015.d003.s018.t004 pill.n.02
semeval2015.d003.s018.t005 dog.n.01
semeval2015.d003.s019.t001 treatment.n.01
semeval2015.d003.s019.t002 vomit.n.03
semeval2015.d003.s019.t007 measure.n.02
semeval2015.d003.s019.t010 therapy.n.01
semeval2015.d003.s019.t013 cause.n.01
semeval2015.d003.s019.t014 vomit.n.03
semeval2015.d003.s020.t000 risk.n.04
semeval2015.d003.s021.t005 dose.n.02
semeval2015.d003.s021.t006 time.n.02
semeval2015.d003.s021.t008 dose.n.01
semeval2015.d003.s021.t010 time_period.n.01
semeval2015.d003.s021.t011 time.n.02
semeval2015.d003.s021.t013 duration.n.01
semeval2015.d003.s021.t014 treatment.n.01
semeval2015.d003.s022.t000 precaution.n.01
semeval2015.d003.s022.t001 person.n.01
semeval2015.d003.s022.t003 medicine.n.02
semeval2015.d003.s022.t005 contact.n.01
semeval2015.d003.s022.t006 animal.n.01
semeval2015.d003.s023.t003 hazard.n.01
semeval2015.d003.s023.t004 people.n.01
